# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Nov  7 13:44:30 2023
#
# User preference: *
#
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_eccen:      Eccentricity
# COLUMN koi_eccen_err1: Eccentricity Upper Unc.
# COLUMN koi_eccen_err2: Eccentricity Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [au]
# COLUMN koi_sma_err1:   Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN koi_sma_err2:   Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_incl_err1:  Inclination Upper Unc. [deg]
# COLUMN koi_incl_err2:  Inclination Lower Unc. [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_dor:        Planet-Star Distance over Star Radius
# COLUMN koi_dor_err1:   Planet-Star Distance over Star Radius Upper Unc.
# COLUMN koi_dor_err2:   Planet-Star Distance over Star Radius Lower Unc.
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
#
koi_disposition,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
CONFIRMED,CANDIDATE,3.517494725,3.7910000e-06,-3.7910000e-06,0,,,1.56390,0.03330,-0.03330,1.42,7.000e-02,-8.000e-02,0.0378,,,86.49,,,704.0,,,12.120000,5.400000,-5.400000,4132.00,82.00,-91.00,0.5640,0.0300,-0.0300,0.5780,0.0310,-0.0340
CONFIRMED,CANDIDATE,6.933651670,4.1110000e-05,-4.1110000e-05,0,,,4.60800,0.14600,-0.14600,1.70,2.600e-01,-3.100e-01,0.0715,,,80.20,,,1104.0,,,5.310000,2.600000,-2.600000,5861.00,105.00,-117.00,1.3040,0.1950,-0.2380,1.0100,0.0930,-0.0690
CANDIDATE,CANDIDATE,5.913939770,4.9330000e-05,-4.9330000e-05,0,,,0.56200,0.50800,-0.50800,1.07,5.500e-01,-1.200e-01,0.0682,,,89.95,,,1112.0,,,80.700000,29.000000,-29.000000,6194.00,155.00,-217.00,1.1290,0.5790,-0.1210,1.2080,0.2260,-0.1900
CONFIRMED,CANDIDATE,61.037359100,3.2310000e-04,-3.2310000e-04,0,,,8.37800,0.13200,-0.13200,3.38,5.900e-01,-5.300e-01,0.3359,,,89.93,,,610.0,,,56.590000,2.000000,-2.000000,6309.00,75.00,-82.00,1.6140,0.2820,-0.2540,1.3580,0.0980,-0.1080
CONFIRMED,CANDIDATE,33.867778300,1.6670000e-04,-1.6670000e-04,0,,,3.72000,0.12700,-0.12700,2.31,1.400e-01,-2.000e-01,0.1805,,,89.02,,,394.0,,,46.200000,21.600000,-21.600000,4564.00,134.00,-134.00,0.6910,0.0440,-0.0600,0.6830,0.0660,-0.0540
CANDIDATE,CANDIDATE,14.623996210,3.9620000e-05,-3.9620000e-05,0,,,2.19300,0.13400,-0.13400,21.92,5.020e+00,-2.020e+00,0.1131,,,85.51,,,681.0,,,15.450000,7.700000,-7.700000,5753.00,155.00,-172.00,0.8150,0.1870,-0.0750,0.9070,0.0900,-0.1100
FALSE POSITIVE,FALSE POSITIVE,1064.268095600,2.2380000e-04,-2.2380000e-04,0,,,11.55210,0.01640,-0.01640,33.63,7.310e+00,-1.581e+01,2.1525,,,89.97,,,281.0,,,739.300000,11.000000,-11.000000,6340.00,204.00,-227.00,2.1730,0.4720,-1.0220,1.1740,0.1720,-0.2360
FALSE POSITIVE,FALSE POSITIVE,2.113202658,3.0240000e-06,-3.0240000e-06,0,,,3.52340,0.04290,-0.04290,207.71,4.720e+01,-2.179e+01,0.0306,,,35.77,,,1281.0,,,3.920000,1.900000,-1.900000,5482.00,197.00,-180.00,0.8580,0.1950,-0.0900,0.8530,0.1010,-0.0820
CANDIDATE,CANDIDATE,9.771462706,2.7330000e-06,-2.7330000e-06,0,,,1.76700,0.02510,-0.02510,10.15,2.520e+00,-9.000e-01,0.0878,,,87.78,,,799.0,,,24.440000,8.200000,-8.200000,5812.00,145.00,-159.00,0.8530,0.2120,-0.0760,0.9470,0.1010,-0.1110
CANDIDATE,CANDIDATE,281.562888900,3.8350000e-04,-3.8350000e-04,0,,,8.85300,0.02860,-0.02860,10.83,3.700e-01,-7.000e-01,0.7659,,,90.00,,,214.0,,,274.010000,2.100000,-2.100000,4810.00,76.00,-76.00,0.7760,0.0270,-0.0500,0.7550,0.0460,-0.0270
FALSE POSITIVE,FALSE POSITIVE,1.157808038,2.1060000e-06,-2.1060000e-06,0,,,3.67050,0.07120,-0.07120,22.90,6.120e+00,-2.040e+00,0.0214,,,30.49,,,1579.0,,,1.396000,0.655000,-0.655000,5566.00,166.00,-183.00,0.8860,0.2370,-0.0790,0.9750,0.0940,-0.1040
FALSE POSITIVE,FALSE POSITIVE,6.142814980,2.5310000e-05,-2.5310000e-05,0,,,4.62400,0.11400,-0.11400,1.82,4.100e-01,-4.100e-01,0.0695,,,85.02,,,1355.0,,,7.720000,2.900000,-2.900000,6495.00,146.00,-178.00,1.5540,0.3470,-0.3470,1.1820,0.1930,-0.1450
CONFIRMED,CANDIDATE,5.699195920,1.3670000e-05,-1.3670000e-05,0,,,2.39060,0.06030,-0.06030,1.16,1.600e-01,-7.000e-02,0.0622,,,89.98,,,964.0,,,18.429000,0.983000,-0.983000,5646.00,101.00,-113.00,0.9320,0.1270,-0.0540,0.9860,0.0490,-0.0700
CONFIRMED,CANDIDATE,18.114738130,5.2500000e-05,-5.2500000e-05,0,,,5.27060,0.07020,-0.07020,2.49,4.500e-01,-3.600e-01,0.1432,,,85.95,,,830.0,,,12.670000,6.000000,-6.000000,6109.00,110.00,-134.00,1.3600,0.2440,-0.1990,1.1940,0.0880,-0.1070
CONFIRMED,CANDIDATE,6.241457910,2.1930000e-05,-2.1930000e-05,0,,,3.09980,0.07380,-0.07380,1.60,2.600e-01,-2.700e-01,0.0670,,,89.89,,,1111.0,,,15.566000,0.520000,-0.520000,5810.00,79.00,-79.00,1.2590,0.2070,-0.2070,1.0260,0.0860,-0.0620
CONFIRMED,CANDIDATE,20.422244700,1.0800000e-04,-1.0800000e-04,0,,,6.22000,0.11900,-0.11900,1.78,3.100e-01,-2.500e-01,0.1536,,,89.87,,,785.0,,,25.360000,1.400000,-1.400000,6119.00,110.00,-135.00,1.2990,0.2250,-0.1840,1.1570,0.0930,-0.1020
CONFIRMED,CANDIDATE,8.725854780,2.9920000e-05,-2.9920000e-05,0,,,4.47300,0.06580,-0.06580,2.86,4.500e-01,-4.000e-01,0.0827,,,82.52,,,985.0,,,7.000000,3.300000,-3.300000,6036.00,120.00,-132.00,1.1310,0.1760,-0.1580,0.9870,0.0720,-0.0640
CONFIRMED,CANDIDATE,12.882913950,6.8880000e-05,-6.8880000e-05,0,,,5.67600,0.59000,-0.59000,3.15,4.900e-01,-4.400e-01,0.1072,,,81.13,,,865.0,,,6.240000,3.100000,-3.100000,6036.00,120.00,-132.00,1.1310,0.1760,-0.1580,0.9870,0.0720,-0.0640
CONFIRMED,CANDIDATE,27.434597300,1.3170000e-04,-1.3170000e-04,0,,,5.03800,0.12100,-0.12100,2.56,4.000e-01,-3.500e-01,0.1774,,,88.99,,,672.0,,,34.300000,13.200000,-13.200000,6036.00,120.00,-132.00,1.1310,0.1760,-0.1580,0.9870,0.0720,-0.0640
CONFIRMED,CANDIDATE,4.224536310,2.2200000e-05,-2.2200000e-05,0,,,3.12800,0.11900,-0.11900,1.60,2.500e-01,-2.300e-01,0.0510,,,82.31,,,1254.0,,,6.150000,2.700000,-2.700000,6036.00,120.00,-132.00,1.1310,0.1760,-0.1580,0.9870,0.0720,-0.0640
CONFIRMED,CANDIDATE,44.552026600,4.5310000e-04,-4.5310000e-04,0,,,6.00000,0.21200,-0.21200,2.29,3.500e-01,-3.200e-01,0.2451,,,89.07,,,572.0,,,42.600000,20.400000,-20.400000,6036.00,120.00,-132.00,1.1310,0.1760,-0.1580,0.9870,0.0720,-0.0640
CONFIRMED,CANDIDATE,52.069002000,1.9590000e-04,-1.9590000e-04,0,,,3.00890,0.08870,-0.08870,2.92,4.200e-01,-5.200e-01,0.2739,,,89.88,,,524.0,,,130.100000,21.400000,-21.400000,5565.00,75.00,-83.00,1.2460,0.1790,-0.2190,1.0080,0.0570,-0.0570
CONFIRMED,CANDIDATE,2.418406841,2.4720000e-06,-2.4720000e-06,0,,,2.07440,0.03110,-0.03110,2.25,2.300e-01,-1.700e-01,0.0337,,,89.89,,,1226.0,,,9.131000,0.500000,-0.500000,5422.00,108.00,-108.00,0.8870,0.0900,-0.0670,0.8740,0.0550,-0.0460
CANDIDATE,CANDIDATE,8.511700880,,,,,,2.90000,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE POSITIVE,FALSE POSITIVE,5.082518800,4.1200000e-05,-4.1200000e-05,0,,,3.32800,0.23000,-0.23000,0.88,2.400e-01,-8.000e-02,0.0564,,,87.04,,,968.0,,,10.110000,4.600000,-4.600000,5706.00,152.00,-169.00,0.8340,0.2290,-0.0760,0.9300,0.1020,-0.1020
CANDIDATE,CANDIDATE,6.939103370,3.0600000e-05,-3.0600000e-05,0,,,2.97700,0.13300,-0.13300,1.41,1.600e-01,-1.900e-01,0.0546,,,81.45,,,445.0,,,6.500000,3.200000,-3.200000,3638.00,72.00,-87.00,0.4200,0.0460,-0.0560,0.4500,0.0430,-0.0590
CONFIRMED,CANDIDATE,9.115002690,5.0790000e-05,-5.0790000e-05,0,,,4.55800,0.12100,-0.12100,1.78,5.600e-01,-2.300e-01,0.0866,,,86.67,,,906.0,,,11.630000,5.000000,-5.000000,5962.00,160.00,-195.00,1.0280,0.3200,-0.1370,1.0390,0.1420,-0.1290
FALSE POSITIVE,FALSE POSITIVE,8.480319420,1.8490000e-05,-1.8490000e-05,0,,,7.29700,0.12500,-0.12500,4.54,1.380e+00,-5.900e-01,0.0810,,,78.15,,,918.0,,,4.474000,0.509000,-0.509000,5951.00,178.00,-214.00,0.9910,0.3010,-0.1290,0.9830,0.1320,-0.1190
CONFIRMED,CANDIDATE,13.722368200,1.8220000e-05,-1.8220000e-05,0,,,5.12310,0.03570,-0.03570,2.23,2.800e-01,-2.700e-01,0.1048,,,89.98,,,746.0,,,20.914000,0.446000,-0.446000,5637.00,113.00,-101.00,0.9430,0.1170,-0.1170,0.8130,0.0720,-0.0360
FALSE POSITIVE,FALSE POSITIVE,3.582076914,4.3180000e-06,-4.3180000e-06,0,,,4.42280,0.06360,-0.06360,5.33,1.520e+00,-7.000e-01,0.0451,,,69.25,,,1265.0,,,2.726000,0.181000,-0.181000,6109.00,192.00,-235.00,0.9930,0.2830,-0.1310,0.9500,0.1400,-0.1150
CONFIRMED,CANDIDATE,15.434009960,3.6930000e-05,-3.6930000e-05,0,,,4.25720,0.07640,-0.07640,4.30,1.270e+00,-4.300e-01,0.1240,,,88.09,,,721.0,,,21.200000,10.500000,-10.500000,5900.00,164.00,-226.00,0.9510,0.2820,-0.0940,1.0650,0.1100,-0.1380
FALSE POSITIVE,FALSE POSITIVE,1.780984316,2.8910000e-06,-2.8910000e-06,0,,,2.17300,0.10200,-0.10200,2.33,6.500e-01,-1.700e-01,0.0285,,,79.36,,,1397.0,,,4.240000,1.800000,-1.800000,5730.00,158.00,-158.00,0.8700,0.2440,-0.0650,0.9680,0.1030,-0.1140
CONFIRMED,CANDIDATE,7.638460840,5.4250000e-05,-5.4250000e-05,0,,,3.95700,0.16200,-0.16200,1.12,1.900e-01,-1.600e-01,0.0797,,,88.30,,,1089.0,,,13.630000,5.900000,-5.900000,6119.00,110.00,-135.00,1.2990,0.2250,-0.1840,1.1570,0.0930,-0.1020
CONFIRMED,CANDIDATE,70.698172400,3.5350000e-04,-3.5350000e-04,0,,,6.63200,0.10400,-0.10400,1.63,2.200e-01,-1.000e-01,0.3280,,,89.98,,,417.0,,,82.820000,3.200000,-3.200000,5811.00,104.00,-116.00,0.8660,0.1180,-0.0500,0.9400,0.0450,-0.0770
CONFIRMED,CANDIDATE,3.744436450,1.4500000e-05,-1.4500000e-05,0,,,2.91910,0.08760,-0.08760,1.10,1.800e-01,-1.700e-01,0.0492,,,89.01,,,1328.0,,,9.750000,1.200000,-1.200000,5876.00,104.00,-116.00,1.2930,0.2150,-0.1960,1.1320,0.0810,-0.0900
CANDIDATE,CANDIDATE,10.191546780,7.8120000e-05,-7.8120000e-05,0,,,6.16500,0.14300,-0.14300,1.39,9.000e-02,-5.000e-02,0.0967,,,86.09,,,1144.0,,,9.660000,3.300000,-3.300000,6212.00,80.00,-74.00,1.6840,0.1070,-0.0630,1.1560,0.1470,-0.0730
FALSE POSITIVE,FALSE POSITIVE,10.581581895,1.6490000e-06,-1.6490000e-06,0,,,6.66929,0.00948,-0.00948,53.19,1.480e+01,-1.809e+01,0.0963,,,89.26,,,1098.0,,,15.718000,0.129000,-0.129000,6168.00,219.00,-241.00,1.5670,0.4360,-0.5330,1.0610,0.1810,-0.1640
FALSE POSITIVE,FALSE POSITIVE,2.819453322,1.8300000e-06,-1.8300000e-06,0,,,4.41270,0.04110,-0.04110,29.80,8.460e+00,-5.630e+00,0.0377,,,84.56,,,1357.0,,,5.608000,0.298000,-0.298000,5767.00,155.00,-155.00,1.0740,0.3050,-0.2030,0.9000,0.1330,-0.0820
CANDIDATE,CANDIDATE,12.890067280,6.0120000e-05,-6.0120000e-05,0,,,3.55500,0.11700,-0.11700,1.93,6.000e-02,-1.400e-01,0.0992,,,89.83,,,620.0,,,28.210000,1.500000,-1.500000,4915.00,78.00,-88.00,0.8120,0.0270,-0.0580,0.7810,0.0510,-0.0250
CANDIDATE,CANDIDATE,23.210509958,2.1250000e-06,-2.1250000e-06,0,,,3.09802,0.00829,-0.00829,21.19,5.530e+00,-1.830e+00,0.1533,,,88.79,,,595.0,,,45.346000,0.667000,-0.667000,5875.00,161.00,-161.00,0.8090,0.2110,-0.0700,0.8950,0.0900,-0.0990
CONFIRMED,CANDIDATE,2.355745050,1.0210000e-05,-1.0210000e-05,0,,,1.79600,0.11500,-0.11500,1.34,4.000e-02,-1.000e-01,0.0319,,,86.77,,,1093.0,,,8.880000,3.000000,-3.000000,4915.00,78.00,-88.00,0.8120,0.0270,-0.0580,0.7810,0.0510,-0.0250
CANDIDATE,CANDIDATE,4.746661280,2.7790000e-05,-2.7790000e-05,0,,,2.09300,0.15600,-0.15600,1.30,4.000e-02,-9.000e-02,0.0510,,,88.40,,,865.0,,,15.840000,6.700000,-6.700000,4915.00,78.00,-88.00,0.8120,0.0270,-0.0580,0.7810,0.0510,-0.0250
CONFIRMED,CANDIDATE,19.656393420,6.9860000e-05,-6.9860000e-05,0,,,3.22600,0.21500,-0.21500,2.83,4.300e-01,-2.200e-01,0.1335,,,87.07,,,549.0,,,18.660000,9.300000,-9.300000,5288.00,159.00,-143.00,0.7400,0.1120,-0.0600,0.8280,0.0700,-0.0960
FALSE POSITIVE,FALSE POSITIVE,62.815844020,9.5230000e-05,-9.5230000e-05,0,,,2.69010,0.06070,-0.06070,57.62,1.023e+01,-5.520e+00,0.3444,,,88.77,,,582.0,,,61.100000,30.500000,-30.500000,6340.00,113.00,-139.00,1.4920,0.2650,-0.1430,1.3790,0.0920,-0.0840
CONFIRMED,CANDIDATE,70.468171000,2.6800000e-04,-2.6800000e-04,0,,,6.65300,0.12000,-0.12000,3.46,1.110e+00,-3.700e-01,0.3512,,,89.98,,,511.0,,,83.150000,1.400000,-1.400000,6461.00,158.00,-225.00,1.1310,0.3630,-0.1210,1.1620,0.1640,-0.1640
FALSE POSITIVE,FALSE POSITIVE,56.867167920,,,,,,4.23000,,,,,,,,,,,,,,,,,,,,,,,,,,
CONFIRMED,CANDIDATE,3.932460690,1.0360000e-05,-1.0360000e-05,0,,,2.17630,0.07420,-0.07420,1.65,1.000e-01,-1.600e-01,0.0444,,,88.15,,,894.0,,,12.870000,4.900000,-4.900000,4841.00,144.00,-129.00,0.7790,0.0490,-0.0740,0.7560,0.0720,-0.0540
CONFIRMED,CANDIDATE,0.921030497,2.9920000e-06,-2.9920000e-06,0,,,2.60770,0.07900,-0.07900,1.62,2.500e-01,-3.500e-01,0.0192,,,89.49,,,2362.0,,,2.786000,0.138000,-0.138000,5843.00,79.00,-79.00,1.6150,0.2520,-0.3460,1.1150,0.1190,-0.0950
CONFIRMED,CANDIDATE,5.960400011,4.3900000e-06,-4.3900000e-06,0,,,2.86170,0.04410,-0.04410,2.85,3.300e-01,-1.200e-01,0.0639,,,85.57,,,890.0,,,10.350000,4.900000,-4.900000,5418.00,98.00,-108.00,0.8860,0.1040,-0.0370,0.9780,0.0370,-0.0670
CONFIRMED,CANDIDATE,85.351487500,1.0290000e-04,-1.0290000e-04,0,,,6.75040,0.04040,-0.04040,6.31,8.600e-01,-3.600e-01,0.3751,,,89.97,,,390.0,,,102.423700,0.075600,-0.075600,5584.00,75.00,-83.00,0.9380,0.1270,-0.0540,0.9660,0.0500,-0.0550
CANDIDATE,CANDIDATE,23.020284780,2.7650000e-05,-2.7650000e-05,0,,,3.54400,0.13100,-0.13100,7.58,2.110e+00,-7.100e-01,0.1608,,,88.73,,,604.0,,,35.800000,16.900000,-16.900000,5613.00,166.00,-200.00,0.9560,0.2660,-0.0890,1.0460,0.0940,-0.1260
CONFIRMED,CANDIDATE,69.726466390,2.3800000e-05,-2.3800000e-05,0,,,3.71770,0.01080,-0.01080,11.65,2.120e+00,-2.120e+00,0.3710,,,89.99,,,613.0,,,152.089000,0.177000,-0.177000,6430.00,77.00,-83.00,1.7310,0.3150,-0.3150,1.3980,0.1210,-0.1210
CONFIRMED,CANDIDATE,1.609321941,3.0440000e-06,-3.0440000e-06,0,,,1.60670,0.05050,-0.05050,1.57,7.000e-02,-8.000e-02,0.0228,,,89.89,,,958.0,,,7.856000,0.531000,-0.531000,4224.00,84.00,-84.00,0.6030,0.0270,-0.0300,0.6090,0.0330,-0.0330
CONFIRMED,CANDIDATE,9.512200460,3.2100000e-05,-3.2100000e-05,0,,,2.94970,0.08370,-0.08370,1.99,8.000e-02,-1.000e-01,0.0745,,,89.70,,,530.0,,,25.170000,2.400000,-2.400000,4224.00,84.00,-84.00,0.6030,0.0270,-0.0300,0.6090,0.0330,-0.0330
CONFIRMED,CANDIDATE,4.729411770,3.0750000e-05,-3.0750000e-05,0,,,2.23400,0.15600,-0.15600,1.22,5.000e-02,-6.000e-02,0.0468,,,89.16,,,669.0,,,16.040000,2.400000,-2.400000,4224.00,84.00,-84.00,0.6030,0.0270,-0.0300,0.6090,0.0330,-0.0330
CONFIRMED,CANDIDATE,4.887803076,4.6600000e-07,-4.6600000e-07,0,,,2.36255,0.00466,-0.00466,4.82,1.700e-01,-1.800e-01,0.0530,,,89.82,,,800.0,,,16.708400,0.091400,-0.091400,4778.00,86.00,-95.00,0.7630,0.0280,-0.0280,0.8300,0.0200,-0.0470
CONFIRMED,CANDIDATE,4.437962934,1.7100000e-07,-1.7100000e-07,0,,,4.69813,0.00079,-0.00079,18.05,2.920e+00,-3.570e+00,0.0545,,,89.51,,,1338.0,,,8.070200,0.057100,-0.057100,5953.00,105.00,-129.00,1.4150,0.2290,-0.2800,1.0930,0.1090,-0.0890
CONFIRMED,CANDIDATE,20.740286450,2.9650000e-05,-2.9650000e-05,0,,,10.39390,0.06260,-0.06260,4.24,7.500e-01,-5.700e-01,0.1540,,,88.27,,,798.0,,,14.280000,4.800000,-4.800000,6226.00,112.00,-124.00,1.2990,0.2310,-0.1730,1.1290,0.1060,-0.0770
FALSE POSITIVE,FALSE POSITIVE,1.207852845,6.2400000e-07,-6.2400000e-07,0,,,3.58020,0.03280,-0.03280,38.59,8.190e+00,-4.110e+00,0.0205,,,65.37,,,1539.0,,,2.670000,1.300000,-1.300000,5601.00,186.00,-169.00,0.7970,0.1690,-0.0850,0.7910,0.0970,-0.0620
FALSE POSITIVE,FALSE POSITIVE,2.379282197,4.0600000e-07,-4.0600000e-07,0,,,3.17290,0.00588,-0.00588,25.74,8.170e+00,-2.930e+00,0.0374,,,89.97,,,1571.0,,,6.925700,0.016300,-0.016300,6392.00,153.00,-230.00,1.1620,0.3690,-0.1320,1.2320,0.1670,-0.1840
FALSE POSITIVE,FALSE POSITIVE,26.069251200,1.0460000e-04,-1.0460000e-04,0,,,7.48700,0.15200,-0.15200,23.61,6.530e+00,-4.030e+00,0.1581,,,80.76,,,591.0,,,7.510000,3.600000,-3.600000,5585.00,152.00,-169.00,0.9100,0.2520,-0.1550,0.7730,0.1240,-0.0530
CONFIRMED,CANDIDATE,9.695011460,4.6570000e-05,-4.6570000e-05,0,,,2.75000,0.10300,-0.10300,2.08,6.300e-01,-2.000e-01,0.0890,,,89.36,,,833.0,,,26.350000,6.600000,-6.600000,5896.00,176.00,-194.00,0.9140,0.2740,-0.0910,1.0000,0.1170,-0.1300
CONFIRMED,CANDIDATE,15.382539400,1.1440000e-04,-1.1440000e-04,0,,,3.81500,0.16200,-0.16200,2.14,6.400e-01,-2.200e-01,0.1211,,,89.97,,,714.0,,,31.470000,1.200000,-1.200000,5896.00,176.00,-194.00,0.9140,0.2740,-0.0910,1.0000,0.1170,-0.1300
FALSE POSITIVE,FALSE POSITIVE,1.818939148,3.4500000e-06,-3.4500000e-06,0,,,1.64400,0.32100,-0.32100,1.82,5.500e-01,-1.800e-01,0.0295,,,85.55,,,1549.0,,,7.220000,3.200000,-3.200000,6153.00,174.00,-196.00,0.9620,0.2920,-0.0970,1.0360,0.1440,-0.1440
CONFIRMED,CANDIDATE,40.109781700,1.4090000e-04,-1.4090000e-04,0,,,5.20960,0.08690,-0.08690,3.11,4.800e-01,-5.400e-01,0.2230,,,89.98,,,556.0,,,60.240000,2.100000,-2.100000,5509.00,82.00,-71.00,1.1690,0.1830,-0.2030,0.9180,0.0720,-0.0390
CANDIDATE,CANDIDATE,0.708621057,1.3570000e-06,-1.3570000e-06,0,,,1.50410,0.05260,-0.05260,1.20,1.200e-01,-9.000e-02,0.0149,,,89.49,,,1846.0,,,3.689000,0.305000,-0.305000,5422.00,108.00,-108.00,0.8870,0.0900,-0.0670,0.8740,0.0550,-0.0460
CONFIRMED,CANDIDATE,2.461069620,1.2800000e-05,-1.2800000e-05,0,,,2.18400,0.11000,-0.11000,0.84,1.000e-01,-4.000e-02,0.0354,,,85.40,,,1195.0,,,7.170000,2.400000,-2.400000,5418.00,98.00,-108.00,0.8860,0.1040,-0.0370,0.9780,0.0370,-0.0670
FALSE POSITIVE,FALSE POSITIVE,3.403743926,2.8920000e-06,-2.8920000e-06,0,,,1.50170,0.04000,-0.04000,10.77,2.740e+00,-9.800e-01,0.0429,,,78.20,,,1101.0,,,5.260000,2.600000,-2.600000,5596.00,152.00,-169.00,0.8530,0.2170,-0.0780,0.9060,0.0950,-0.0950
CONFIRMED,CANDIDATE,8.037537960,2.2690000e-05,-2.2690000e-05,0,,,2.91180,0.06800,-0.06800,1.54,2.000e-01,-1.700e-01,0.0719,,,86.29,,,744.0,,,12.700000,6.000000,-6.000000,5044.00,151.00,-151.00,0.8040,0.1030,-0.0930,0.7640,0.0950,-0.0550
FALSE POSITIVE,FALSE POSITIVE,2.439025750,5.9410000e-06,-5.9410000e-06,0,,,1.15980,0.07230,-0.07230,2.61,5.500e-01,-5.600e-01,0.0436,,,88.05,,,2307.0,,,14.240000,6.900000,-6.900000,6546.00,78.00,-78.00,2.7840,0.5900,-0.5900,1.8520,0.1030,-0.1900
CONFIRMED,CANDIDATE,56.358798700,2.6550000e-04,-2.6550000e-04,0,,,6.92700,0.26800,-0.26800,5.04,9.600e-01,-5.200e-01,0.2698,,,88.46,,,419.0,,,33.700000,11.500000,-11.500000,5446.00,162.00,-162.00,0.8210,0.1570,-0.0850,0.8240,0.0960,-0.0800
CONFIRMED,CANDIDATE,242.467406000,2.6000000e-03,-2.6000000e-03,0,,,12.80800,0.26500,-0.26500,1.73,2.100e-01,-2.200e-01,0.7106,,,89.93,,,286.0,,,144.900000,16.900000,-16.900000,5637.00,113.00,-101.00,0.9430,0.1170,-0.1170,0.8130,0.0720,-0.0360
CANDIDATE,CANDIDATE,169.497608500,6.7690000e-04,-6.7690000e-04,0,,,7.77000,0.20000,-0.20000,9.06,9.000e-01,-2.800e-01,0.5754,,,89.76,,,272.0,,,152.000000,68.700000,-68.700000,5270.00,84.00,-73.00,0.7870,0.0780,-0.0240,0.9000,0.0330,-0.0600
CONFIRMED,CANDIDATE,76.136222220,5.2040000e-05,-5.2040000e-05,0,,,7.93930,0.03290,-0.03290,4.78,6.000e-01,-3.100e-01,0.3403,,,89.97,,,399.0,,,76.789000,0.699000,-0.699000,5591.00,111.00,-111.00,0.8920,0.1130,-0.0570,0.9040,0.0560,-0.0560
FALSE POSITIVE,FALSE POSITIVE,4.988387200,2.6860000e-05,-2.6860000e-05,0,,,9.14200,0.29300,-0.29300,2.59,7.400e-01,-2.500e-01,0.0553,,,62.07,,,990.0,,,2.004000,0.576000,-0.576000,5819.00,174.00,-192.00,0.8230,0.2380,-0.0790,0.9100,0.1010,-0.1110
FALSE POSITIVE,FALSE POSITIVE,2.586878667,1.8260000e-06,-1.8260000e-06,0,,,6.16140,0.05860,-0.05860,19.84,5.890e+00,-2.520e+00,0.0381,,,78.18,,,1666.0,,,3.178000,0.189000,-0.189000,6812.00,165.00,-235.00,1.1720,0.3480,-0.1490,1.1030,0.1570,-0.1280
FALSE POSITIVE,FALSE POSITIVE,3.964333304,1.3010000e-06,-1.3010000e-06,0,,,4.71360,0.01410,-0.01410,37.09,6.080e+00,-1.130e+01,0.0530,,,89.27,,,1680.0,,,7.372000,0.143000,-0.143000,5758.00,77.00,-77.00,2.3180,0.3800,-0.7060,1.2580,0.1060,-0.2480
FALSE POSITIVE,FALSE POSITIVE,1.525924389,3.8600000e-07,-3.8600000e-07,0,,,3.15998,0.00992,-0.00992,49.86,1.722e+01,-6.910e+00,0.0268,,,66.60,,,1722.0,,,3.064000,0.296000,-0.296000,6203.00,194.00,-259.00,1.0600,0.3660,-0.1470,1.0910,0.1680,-0.1530
